datetime_eth,closingPrice,ARIMA,Error,datetime_eth,Error_pred,ARIMA_LSTM
2021-05-22,0.24074299999999998,0.09651827358488875,0.14422472641511125,2021-05-22,0.12638998,0.22290825390105085
2021-05-23,0.23290300000000003,0.09667258396224712,0.1362304160377529,2021-05-23,0.13432029,0.2309928728588078
2021-05-24,0.208037,0.0968268943396055,0.1112101056603945,2021-05-24,0.15595788,0.2527847719755613
2021-05-25,0.254,0.09698120471696386,0.15701879528303614,2021-05-25,0.17249429,0.2694754969761802
2021-05-26,0.269154,0.09713551509432224,0.17201848490567778,2021-05-26,0.17663446,0.27376997578195955
2021-05-27,0.28216199999999997,0.09728982547168061,0.18487217452831936,2021-05-27,0.15785241,0.25514223674182224
2021-05-28,0.277454,0.09744413584903898,0.18000986415096099,2021-05-28,0.13702896,0.2344730982227725
2021-05-29,0.23729699999999998,0.09759844622639735,0.13969855377360263,2021-05-29,0.13662866,0.23422710380581935
2021-05-30,0.228177,0.09775275660375572,0.13042424339624425,2021-05-30,0.15124524,0.24899799300054526
2021-05-31,0.240761,0.0979070669811141,0.1428539330188859,2021-05-31,0.15961194,0.2575190073650252
2021-06-01,0.265022,0.09806137735847247,0.1669606226415275,2021-06-01,0.16200852,0.2600699012995125
2021-06-02,0.259472,0.09821568773583084,0.16125631226416914,2021-06-02,0.17204845,0.2702641372521272
2021-06-03,0.2683,0.09836999811318921,0.1699300018868108,2021-06-03,0.17438886,0.2727588538089137
2021-06-04,0.283954,0.09852430849054758,0.1854296915094524,2021-06-04,0.1636056,0.26212990908602185
2021-06-05,0.273163,0.09867861886790595,0.17448438113209402,2021-06-05,0.1607629,0.2594415249424299
2021-06-06,0.25748699999999997,0.09883292924526432,0.15865407075473564,2021-06-06,0.16142264,0.26025556933048466
2021-06-07,0.26779000000000003,0.0989872396226227,0.16880276037737735,2021-06-07,0.1553244,0.25431163909390564
2021-06-08,0.261054,0.09914154999998107,0.16191245000001894,2021-06-08,0.15459165,0.25373319977071773
2021-06-09,0.252558,0.09929586037733944,0.15326213962266055,2021-06-09,0.1522558,0.25155166372397336
2021-06-10,0.260333,0.09945017075469781,0.16088282924530217,2021-06-10,0.14247623,0.24192640161445428
2021-06-11,0.24821100000000001,0.09960448113205618,0.14860651886794385,2021-06-11,0.1375986,0.2372030850959081
2021-06-12,0.236302,0.09975879150941455,0.13654320849058546,2021-06-12,0.14337102,0.24312980729653919
2021-06-13,0.237988,0.09991310188677292,0.1380748981132271,2021-06-13,0.1508052,0.25071830699350817
2021-06-14,0.252038,0.1000674122641313,0.1519705877358687,2021-06-14,0.1529085,0.2529759162733781
