datetime_eth,closingPrice,ARIMA,Error,datetime_eth,Final_LSTM
2021-06-27,0.182425,0.10207344716979012,0.08035155283020988,2021-06-27,0.19258362925244316
2021-06-28,0.20796599999999998,0.1022277575471485,0.10573824245285149,2021-06-28,0.19273793962980154
2021-06-29,0.216077,0.10238206792450687,0.11369493207549312,2021-06-29,0.19289225000715993
2021-06-30,,0.10253637830186524,,2021-06-30,0.19304656038451828
