Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Closing_Price
BTC,2021-04-21,56608.76975,55723.22726,57121.9439,53442.85166,5.660876975
BTC,2021-04-22,54144.42748,56508.15124,56809.14639,53913.85052,5.414442748
BTC,2021-04-23,51965.05956,53830.82386,55471.07637,50500.73186,5.196505956
BTC,2021-04-24,50669.14438,51714.07397,52111.18507,47467.91203,5.066914438
BTC,2021-04-25,50733.7695,51217.17233,51253.44295,48932.15881,5.07337695
BTC,2021-04-26,48542.9522,50177.2374,50668.65902,47105.59307,4.85429522
BTC,2021-04-27,53558.70784,49139.23095,54398.59279,48854.58137,5.355870784
BTC,2021-04-28,55123.86198,54059.47407,55398.07415,53351.1154,5.512386198
BTC,2021-04-29,54591.51533,55086.93871,56458.63581,53915.35483,5.459151533
BTC,2021-04-30,53260.29534,54893.87167,55224.90796,52403.74361,5.326029534
BTC,2021-05-01,57302.64642,53598.8795,57434.93313,53097.76279,5.730264642
BTC,2021-05-02,57677.97522,57741.02091,58511.25605,57062.70007,5.767797522
BTC,2021-05-03,56427.04313,57824.30019,57925.74157,56123.03951,5.642704313
BTC,2021-05-04,57255.30684,56639.43979,59001.35964,56508.24045,5.725530684
BTC,2021-05-05,53658.84312,57218.80533,57246.89119,53613.59522,5.365884312
BTC,2021-05-06,57252.70218,53270.22912,57977.61342,52987.15866,5.725270218
BTC,2021-05-07,56583.84988,57459.05218,58368.68209,55330.72786,5.658384988
BTC,2021-05-08,57107.12067,56439.1334,58724.11078,55320.95812,5.710712067
BTC,2021-05-09,58788.20968,57419.14789,59575.46311,57028.49805,5.878820968
BTC,2021-05-10,58102.19143,58966.91501,59249.14168,56494.91533,5.810219143
BTC,2021-05-11,55715.54665,58308.31805,59560.02546,53774.62824,5.571554665
BTC,2021-05-12,56573.55547,55899.75297,56956.07503,54571.69321,5.657355547
BTC,2021-05-13,52147.82119,56767.71106,58036.50978,51625.54785,5.214782119
BTC,2021-05-14,49764.13208,49596.77889,51448.79858,46294.72018,4.976413208
BTC,2021-05-15,50032.69314,49717.35435,51578.31254,48944.34654,5.003269314
BTC,2021-05-16,47885.62525,49926.03507,50690.80295,47005.10229,4.788562525
BTC,2021-05-17,45604.61575,46805.53785,49670.41417,43868.63897,4.560461575
BTC,2021-05-18,43144.47129,46439.33657,46622.85344,42102.34643,4.314447129
BTC,2021-05-19,43196.04648,43559.59756,45850.23167,42469.97557,4.319604648
BTC,2021-05-20,39439.23764,42920.74886,43604.56959,30201.95732,3.943923764
BTC,2021-05-21,39756.08985,36795.42298,42589.86396,35670.94838,3.975608985
BTC,2021-05-22,36921.76781,40685.32514,42278.00518,33594.9589,3.692176781
